Provider,NumClaims,NumUniqueBeneficiaries,TotalReimbursed,AvgClaimAmount,AvgClaimDuration,AvgHospitalDuration,AvgAge,AdmissionRate,NumInpatientClaims,NumOutpatientClaims,PotentialFraud,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,InpatientShare,OutpatientShare
PRV51032,23,21,5420,235.65217391304347,1.9130434782608696,0.0,69.08695652173913,0.0,0,23,No,1.608695652173913,1.3478260869565217,1.565217391304348,1.7826086956521738,1.6521739130434783,1.5217391304347827,1.3043478260869565,1.3043478260869565,1.826086956521739,1.7826086956521738,1.8695652173913044,0.0,1.0
PRV51035,30,25,32560,1085.3333333333333,3.2666666666666666,0.4666666666666667,73.43333333333334,0.03333333333333333,1,29,No,1.7333333333333334,1.4,1.4,1.8666666666666667,1.6333333333333333,1.4,1.2666666666666666,1.2,1.6666666666666667,1.7666666666666666,1.7333333333333334,0.03333333333333333,0.9666666666666667
PRV51036,278,131,74880,269.3525179856115,2.050359712230216,0.0,72.18705035971223,0.0,0,278,No,1.643884892086331,1.4280575539568345,1.6079136690647482,1.8884892086330936,1.658273381294964,1.525179856115108,1.276978417266187,1.276978417266187,1.658273381294964,1.7050359712230216,1.9316546762589928,0.0,1.0
PRV51037,454,206,342230,753.8105726872246,2.5330396475770924,0.23127753303964757,71.46035242290749,0.05066079295154185,23,431,Yes,1.5704845814977975,1.4030837004405285,1.6013215859030836,1.7709251101321586,1.658590308370044,1.5484581497797356,1.3149779735682818,1.2004405286343611,1.6299559471365639,1.7092511013215859,1.9361233480176212,0.05066079295154185,0.9493392070484582
PRV51038,141,107,265490,1882.9078014184397,2.780141843971631,0.8581560283687943,71.12056737588652,0.2127659574468085,30,111,No,1.50354609929078,1.375886524822695,1.5390070921985815,1.8085106382978724,1.6950354609929077,1.553191489361702,1.2269503546099292,1.2056737588652482,1.673758865248227,1.673758865248227,1.900709219858156,0.2127659574468085,0.7872340425531915
PRV51040,86,69,74470,865.9302325581396,2.6627906976744184,1.1046511627906976,70.79069767441861,0.10465116279069768,9,77,No,1.5930232558139534,1.372093023255814,1.6162790697674418,1.9186046511627908,1.7093023255813953,1.5232558139534884,1.2674418604651163,1.2325581395348837,1.755813953488372,1.7674418604651163,1.872093023255814,0.10465116279069768,0.8953488372093024
PRV51041,34,31,7410,217.94117647058823,3.3529411764705883,0.0,69.88235294117646,0.0,0,34,No,1.5294117647058822,1.5,1.7941176470588236,1.7058823529411764,1.7058823529411764,1.5588235294117647,1.3529411764705883,1.2941176470588236,1.7941176470588236,1.7352941176470589,1.9411764705882353,0.0,1.0
PRV51042,142,128,48050,338.38028169014086,2.232394366197183,0.0,72.16901408450704,0.0,0,142,No,1.647887323943662,1.4788732394366197,1.591549295774648,1.8591549295774648,1.7112676056338028,1.6056338028169015,1.3873239436619718,1.2394366197183098,1.767605633802817,1.732394366197183,1.908450704225352,0.0,1.0
PRV51043,23,20,4480,194.7826086956522,1.0,0.0,73.65217391304348,0.0,0,23,No,1.6521739130434783,1.3043478260869565,1.6956521739130435,1.8695652173913044,1.6521739130434783,1.608695652173913,1.2173913043478262,1.3478260869565217,1.608695652173913,1.7826086956521738,2.0,0.0,1.0
PRV51044,59,39,21330,361.52542372881356,3.152542372881356,0.0,68.77966101694915,0.0,0,59,No,1.6271186440677967,1.423728813559322,1.4915254237288136,1.88135593220339,1.6779661016949152,1.6271186440677967,1.4067796610169492,1.152542372881356,1.6271186440677967,1.6440677966101696,1.9322033898305084,0.0,1.0
PRV51045,31,29,8390,270.64516129032256,3.2580645161290325,0.0,70.93548387096774,0.0,0,31,No,1.4838709677419355,1.4516129032258065,1.5161290322580645,1.903225806451613,1.5161290322580645,1.5806451612903225,1.2580645161290323,1.2580645161290323,1.8064516129032258,1.8064516129032258,1.935483870967742,0.0,1.0
PRV51046,38,26,109370,2878.157894736842,2.6315789473684212,0.9473684210526315,71.73684210526316,0.21052631578947367,8,30,No,1.631578947368421,1.4473684210526316,1.6842105263157894,1.6578947368421053,1.605263157894737,1.5263157894736843,1.1842105263157894,1.0789473684210527,1.605263157894737,1.5526315789473684,1.9210526315789473,0.21052631578947367,0.7894736842105263
PRV51047,11,11,2530,230.0,4.090909090909091,0.0,70.0,0.0,0,11,No,1.7272727272727273,1.4545454545454546,1.6363636363636365,2.0,1.6363636363636365,1.6363636363636365,1.3636363636363635,1.3636363636363635,1.7272727272727273,1.6363636363636365,1.9090909090909092,0.0,1.0
PRV51048,38,33,27700,728.9473684210526,1.605263157894737,0.5,69.89473684210526,0.10526315789473684,4,34,No,1.4210526315789473,1.4210526315789473,1.631578947368421,1.868421052631579,1.6578947368421053,1.4736842105263157,1.1578947368421053,1.1842105263157894,1.7894736842105263,1.5,1.9736842105263157,0.10526315789473684,0.8947368421052632
PRV51049,71,65,21720,305.9154929577465,2.788732394366197,0.0,70.35211267605634,0.0,0,71,No,1.5352112676056338,1.3661971830985915,1.5774647887323943,1.8169014084507042,1.5211267605633803,1.5352112676056338,1.3098591549295775,1.380281690140845,1.6901408450704225,1.704225352112676,1.9014084507042253,0.0,1.0
PRV51052,46,37,30800,669.5652173913044,3.282608695652174,0.391304347826087,71.15217391304348,0.043478260869565216,2,44,Yes,1.673913043478261,1.3695652173913044,1.608695652173913,1.8695652173913044,1.7391304347826086,1.5869565217391304,1.4130434782608696,1.3043478260869565,1.673913043478261,1.7173913043478262,1.891304347826087,0.043478260869565216,0.9565217391304348
PRV51053,1,1,8000,8000.0,6.0,5.0,68.0,1.0,1,0,No,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0
PRV51054,57,40,15130,265.43859649122805,3.3508771929824563,0.0,69.94736842105263,0.0,0,57,No,1.631578947368421,1.5087719298245614,1.5614035087719298,1.9649122807017543,1.6491228070175439,1.5789473684210527,1.4912280701754386,1.4912280701754386,1.894736842105263,1.8771929824561404,1.894736842105263,0.0,1.0
PRV51055,22,22,21640,983.6363636363636,1.5909090909090908,0.5,68.18181818181819,0.09090909090909091,2,20,No,1.5454545454545454,1.3181818181818181,1.6363636363636365,1.8181818181818181,1.6363636363636365,1.4090909090909092,1.5,1.2272727272727273,1.6818181818181819,1.6818181818181819,1.8636363636363635,0.09090909090909091,0.9090909090909091
PRV51056,22,21,14700,668.1818181818181,1.7272727272727273,0.2727272727272727,76.31818181818181,0.09090909090909091,2,20,No,1.5454545454545454,1.4090909090909092,1.3181818181818181,1.7727272727272727,1.7272727272727273,1.4545454545454546,1.0909090909090908,1.1818181818181819,1.4545454545454546,1.7272727272727273,1.7727272727272727,0.09090909090909091,0.9090909090909091
PRV51057,5,4,6830,1366.0,1.0,0.0,77.8,0.0,0,5,No,2.0,1.2,1.8,1.6,1.8,2.0,1.8,1.0,2.0,1.6,2.0,0.0,1.0
PRV51058,83,75,107030,1289.5180722891566,2.3012048192771086,0.4457831325301205,73.0,0.060240963855421686,5,78,No,1.6265060240963856,1.4698795180722892,1.5903614457831325,1.891566265060241,1.7228915662650603,1.5180722891566265,1.2530120481927711,1.2048192771084338,1.6265060240963856,1.6867469879518073,1.891566265060241,0.060240963855421686,0.9397590361445783
PRV51059,96,82,421060,4386.041666666667,3.4791666666666665,1.7916666666666667,73.65625,0.2604166666666667,25,71,Yes,1.6770833333333333,1.3541666666666667,1.6041666666666667,1.84375,1.6979166666666667,1.6145833333333333,1.3541666666666667,1.3125,1.7083333333333333,1.7291666666666667,1.8958333333333333,0.2604166666666667,0.7395833333333334
PRV51060,42,42,43710,1040.7142857142858,3.3095238095238093,0.5714285714285714,70.85714285714286,0.11904761904761904,5,37,No,1.619047619047619,1.4047619047619047,1.5476190476190477,1.8571428571428572,1.619047619047619,1.5238095238095237,1.2142857142857142,1.2857142857142858,1.8095238095238095,1.6904761904761905,1.9047619047619047,0.11904761904761904,0.8809523809523809
PRV51061,145,67,54940,378.8965517241379,3.393103448275862,0.05517241379310345,76.55172413793103,0.006896551724137931,1,144,No,1.7517241379310344,1.5724137931034483,1.6,1.8551724137931034,1.7310344827586206,1.5379310344827586,1.2758620689655173,1.282758620689655,1.6689655172413793,1.7448275862068965,1.9172413793103449,0.006896551724137931,0.993103448275862
PRV51062,397,166,153380,386.3476070528967,2.596977329974811,0.0327455919395466,72.3425692695214,0.007556675062972292,3,394,No,1.5591939546599496,1.3929471032745593,1.521410579345088,1.8287153652392947,1.6977329974811084,1.486146095717884,1.256926952141058,1.2871536523929472,1.614609571788413,1.7455919395465995,1.871536523929471,0.007556675062972292,0.9924433249370277
PRV51063,149,115,51110,343.02013422818794,2.610738255033557,0.0,68.93288590604027,0.0,0,149,No,1.5771812080536913,1.389261744966443,1.5436241610738255,1.8724832214765101,1.7046979865771812,1.563758389261745,1.2953020134228188,1.221476510067114,1.74496644295302,1.7248322147651007,1.8926174496644295,0.0,1.0
PRV51064,303,227,360320,1189.1749174917493,2.9504950495049505,0.6303630363036303,72.4983498349835,0.1188118811881188,36,267,Yes,1.636963696369637,1.3696369636963697,1.5412541254125414,1.8712871287128714,1.646864686468647,1.5214521452145215,1.2706270627062706,1.2112211221122111,1.6666666666666667,1.6963696369636965,1.8646864686468647,0.1188118811881188,0.8811881188118812
PRV51065,28,26,76570,2734.6428571428573,3.9285714285714284,2.0,74.67857142857143,0.35714285714285715,10,18,No,1.5714285714285714,1.3214285714285714,1.6428571428571428,1.9642857142857142,1.6785714285714286,1.4285714285714286,1.2857142857142858,1.1785714285714286,1.7857142857142858,1.8214285714285714,1.75,0.35714285714285715,0.6428571428571429
PRV51066,24,21,24790,1032.9166666666667,2.0833333333333335,0.16666666666666666,68.125,0.08333333333333333,2,22,No,1.5,1.4166666666666667,1.7083333333333333,1.9166666666666667,1.75,1.7083333333333333,1.4583333333333333,1.2916666666666667,1.7083333333333333,1.75,1.9166666666666667,0.08333333333333333,0.9166666666666666
PRV51067,58,49,334520,5767.586206896552,3.310344827586207,1.3620689655172413,67.46551724137932,0.20689655172413793,12,46,Yes,1.706896551724138,1.3620689655172413,1.5689655172413792,1.793103448275862,1.7586206896551724,1.4310344827586208,1.293103448275862,1.2586206896551724,1.6379310344827587,1.7413793103448276,1.9482758620689655,0.20689655172413793,0.7931034482758621
PRV51068,261,214,143260,548.8888888888889,2.375478927203065,0.10344827586206896,70.27969348659003,0.034482758620689655,9,252,No,1.6206896551724137,1.4252873563218391,1.6130268199233717,1.8505747126436782,1.7241379310344827,1.5977011494252873,1.2873563218390804,1.3026819923371646,1.7011494252873562,1.7088122605363985,1.8812260536398469,0.034482758620689655,0.9655172413793104
PRV51070,99,69,125410,1266.7676767676767,2.909090909090909,0.41414141414141414,69.4949494949495,0.10101010101010101,10,89,No,1.707070707070707,1.4545454545454546,1.6363636363636365,1.8282828282828283,1.7676767676767677,1.6161616161616161,1.292929292929293,1.2525252525252526,1.7575757575757576,1.8383838383838385,1.878787878787879,0.10101010101010101,0.898989898989899
PRV51071,24,24,8550,356.25,3.0833333333333335,0.0,68.08333333333333,0.0,0,24,No,1.5,1.4166666666666667,1.6666666666666667,1.9166666666666667,1.625,1.4166666666666667,1.25,1.125,1.5833333333333333,1.7916666666666667,1.8333333333333333,0.0,1.0
PRV51072,212,160,119170,562.122641509434,2.5377358490566038,0.24056603773584906,71.89150943396227,0.05660377358490566,12,200,No,1.6415094339622642,1.4433962264150944,1.5566037735849056,1.8820754716981132,1.6462264150943395,1.650943396226415,1.259433962264151,1.2452830188679245,1.6556603773584906,1.669811320754717,1.9150943396226414,0.05660377358490566,0.9433962264150944
PRV51074,39,39,41170,1055.6410256410256,2.8974358974358974,0.3333333333333333,72.51282051282051,0.1282051282051282,5,34,No,1.6153846153846154,1.4102564102564104,1.5384615384615385,1.8461538461538463,1.6666666666666667,1.5384615384615385,1.2820512820512822,1.1282051282051282,1.641025641025641,1.7435897435897436,1.9743589743589745,0.1282051282051282,0.8717948717948718
PRV51075,17,13,8550,502.94117647058823,2.176470588235294,0.0,76.29411764705883,0.0,0,17,No,1.8235294117647058,1.6470588235294117,1.7647058823529411,1.588235294117647,1.7647058823529411,1.411764705882353,1.1764705882352942,1.0588235294117647,1.8235294117647058,1.5294117647058822,1.9411764705882353,0.0,1.0
PRV51076,29,27,10230,352.7586206896552,2.1724137931034484,0.0,75.24137931034483,0.0,0,29,No,1.5517241379310345,1.4137931034482758,1.5862068965517242,1.7241379310344827,1.8275862068965518,1.6206896551724137,1.2413793103448276,1.103448275862069,1.6896551724137931,1.6206896551724137,1.8620689655172413,0.0,1.0
PRV51077,33,30,204350,6192.424242424242,5.181818181818182,2.878787878787879,69.96969696969697,0.48484848484848486,16,17,Yes,1.5151515151515151,1.2727272727272727,1.393939393939394,1.8484848484848484,1.6363636363636365,1.3636363636363635,1.1515151515151516,1.121212121212121,1.5151515151515151,1.606060606060606,1.878787878787879,0.48484848484848486,0.5151515151515151
PRV51078,23,23,78270,3403.0434782608695,3.652173913043478,2.608695652173913,70.26086956521739,0.391304347826087,9,14,No,1.6956521739130435,1.391304347826087,1.6956521739130435,1.8695652173913044,1.6521739130434783,1.565217391304348,1.3043478260869565,1.3043478260869565,1.6956521739130435,1.7826086956521738,1.826086956521739,0.391304347826087,0.6086956521739131
PRV51081,200,131,124080,620.4,2.62,0.18,71.79,0.03,6,194,No,1.52,1.36,1.48,1.915,1.73,1.565,1.33,1.18,1.715,1.725,1.865,0.03,0.97
PRV51082,34,31,5470,160.88235294117646,2.176470588235294,0.0,72.08823529411765,0.0,0,34,No,1.588235294117647,1.5588235294117647,1.6176470588235294,1.9411764705882353,1.8235294117647058,1.6470588235294117,1.1470588235294117,1.3529411764705883,1.7647058823529411,1.7941176470588236,1.911764705882353,0.0,1.0
PRV51083,90,81,18100,201.11111111111111,2.3777777777777778,0.0,74.33333333333333,0.0,0,90,No,1.5888888888888888,1.3888888888888888,1.5222222222222221,1.8555555555555556,1.6888888888888889,1.4777777777777779,1.2777777777777777,1.1888888888888889,1.6666666666666667,1.7444444444444445,1.8888888888888888,0.0,1.0
PRV51084,110,85,215580,1959.8181818181818,2.672727272727273,1.0272727272727273,71.87272727272727,0.18181818181818182,20,90,Yes,1.5363636363636364,1.4090909090909092,1.6181818181818182,1.9181818181818182,1.7363636363636363,1.6545454545454545,1.209090909090909,1.2545454545454546,1.7454545454545454,1.6090909090909091,1.8727272727272728,0.18181818181818182,0.8181818181818182
PRV51086,139,115,446170,3209.856115107914,3.7985611510791366,1.079136690647482,74.16546762589928,0.22302158273381295,31,108,No,1.669064748201439,1.4316546762589928,1.525179856115108,1.8489208633093526,1.6618705035971224,1.5467625899280575,1.2805755395683454,1.2158273381294964,1.7553956834532374,1.7194244604316546,1.9280575539568345,0.22302158273381295,0.7769784172661871
PRV51089,228,197,230900,1012.719298245614,2.692982456140351,0.40789473684210525,70.64035087719299,0.07894736842105263,18,210,No,1.662280701754386,1.4342105263157894,1.5482456140350878,1.855263157894737,1.7017543859649122,1.5526315789473684,1.3333333333333333,1.2587719298245614,1.6535087719298245,1.7149122807017543,1.894736842105263,0.07894736842105263,0.9210526315789473
PRV51090,7,7,5830,832.8571428571429,6.714285714285714,0.0,71.28571428571429,0.0,0,7,No,1.8571428571428572,1.7142857142857142,1.7142857142857142,1.5714285714285714,1.8571428571428572,1.7142857142857142,1.1428571428571428,1.2857142857142858,1.5714285714285714,1.2857142857142858,2.0,0.0,1.0
PRV51091,44,44,9270,210.6818181818182,1.9318181818181819,0.0,68.54545454545455,0.0,0,44,No,1.7272727272727273,1.3409090909090908,1.6818181818181819,1.8863636363636365,1.6590909090909092,1.4545454545454546,1.3409090909090908,1.1818181818181819,1.7272727272727273,1.6363636363636365,1.8636363636363635,0.0,1.0
PRV51093,9,9,13710,1523.3333333333333,2.4444444444444446,1.3333333333333333,75.33333333333333,0.2222222222222222,2,7,No,1.6666666666666667,1.5555555555555556,1.5555555555555556,1.8888888888888888,1.5555555555555556,1.5555555555555556,1.3333333333333333,1.1111111111111112,1.5555555555555556,1.6666666666666667,1.8888888888888888,0.2222222222222222,0.7777777777777778
PRV51096,5,5,3200,640.0,5.0,0.0,84.4,0.0,0,5,No,1.4,1.2,1.4,2.0,1.8,1.4,1.2,1.4,1.6,1.8,2.0,0.0,1.0
PRV51097,125,71,44420,355.36,2.744,0.0,70.4,0.0,0,125,No,1.624,1.592,1.664,1.856,1.728,1.672,1.28,1.24,1.688,1.808,1.928,0.0,1.0
PRV51098,4,4,300,75.0,1.0,0.0,81.75,0.0,0,4,No,2.0,1.0,1.5,1.75,1.5,1.5,1.0,1.0,1.75,1.25,1.75,0.0,1.0
PRV51100,5,5,78000,15600.0,7.0,6.0,70.0,1.0,5,0,No,1.8,1.2,1.6,2.0,1.8,1.8,1.4,1.2,2.0,1.6,2.0,1.0,0.0
PRV51101,3,3,16600,5533.333333333333,4.333333333333333,3.3333333333333335,56.333333333333336,1.0,3,0,No,1.3333333333333333,1.0,1.0,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,0.0
PRV51102,12,11,148000,12333.333333333334,5.0,4.0,79.58333333333333,1.0,12,0,No,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.9166666666666667,1.75,1.6666666666666667,1.25,1.0833333333333333,1.9166666666666667,1.5,1.8333333333333333,1.0,0.0
PRV51103,6,4,440,73.33333333333333,1.0,0.0,76.5,0.0,0,6,Yes,1.5,1.3333333333333333,1.0,2.0,1.5,1.1666666666666667,1.0,1.0,1.3333333333333333,1.0,2.0,0.0,1.0
PRV51104,12,9,1900,158.33333333333334,2.1666666666666665,0.0,78.25,0.0,0,12,No,1.4166666666666667,1.1666666666666667,1.75,2.0,1.5,1.5833333333333333,1.25,1.0833333333333333,1.5833333333333333,1.6666666666666667,2.0,0.0,1.0
PRV51105,12,12,6540,545.0,4.333333333333333,0.0,75.58333333333333,0.0,0,12,No,1.5,1.1666666666666667,1.4166666666666667,1.75,1.6666666666666667,1.5833333333333333,1.0833333333333333,1.3333333333333333,1.6666666666666667,1.75,2.0,0.0,1.0
PRV51108,19,19,156000,8210.526315789473,6.2631578947368425,5.2631578947368425,71.47368421052632,1.0,19,0,No,1.4210526315789473,1.3157894736842106,1.3157894736842106,1.7894736842105263,1.4210526315789473,1.5263157894736843,1.1578947368421053,1.105263157894737,1.4736842105263157,1.7894736842105263,1.736842105263158,1.0,0.0
PRV51109,3,3,18000,6000.0,7.333333333333333,6.333333333333333,55.666666666666664,1.0,3,0,No,1.3333333333333333,1.3333333333333333,1.0,2.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.6666666666666667,1.0,0.0
PRV51110,5,5,27000,5400.0,11.2,10.2,67.6,1.0,5,0,No,1.4,1.2,1.2,2.0,1.8,1.2,1.0,1.0,1.8,1.8,2.0,1.0,0.0
PRV51111,132,85,54860,415.6060606060606,3.462121212121212,0.0,72.25,0.0,0,132,No,1.628787878787879,1.4545454545454546,1.4772727272727273,1.7954545454545454,1.7121212121212122,1.5909090909090908,1.2348484848484849,1.3106060606060606,1.7121212121212122,1.7272727272727273,1.8636363636363635,0.0,1.0
PRV51112,304,195,105250,346.2171052631579,2.8453947368421053,0.0,70.79605263157895,0.0,0,304,No,1.625,1.4375,1.569078947368421,1.861842105263158,1.7138157894736843,1.6085526315789473,1.2664473684210527,1.2730263157894737,1.680921052631579,1.674342105263158,1.9276315789473684,0.0,1.0
PRV51113,132,78,46390,351.43939393939394,2.5454545454545454,0.0,70.96212121212122,0.0,0,132,No,1.6363636363636365,1.4772727272727273,1.5909090909090908,1.8863636363636365,1.643939393939394,1.7272727272727273,1.2727272727272727,1.196969696969697,1.696969696969697,1.6515151515151516,1.9621212121212122,0.0,1.0
PRV51114,262,160,76720,292.82442748091603,2.198473282442748,0.0,69.89312977099236,0.0,0,262,No,1.6564885496183206,1.366412213740458,1.6145038167938932,1.866412213740458,1.6793893129770991,1.5916030534351144,1.2290076335877862,1.2328244274809161,1.7099236641221374,1.6374045801526718,1.9312977099236641,0.0,1.0
